Timestamp,X,Y
2024-06-15 19:06:48,832,169
2024-06-15 19:06:50,1066,407
2024-06-15 19:06:51,950,1079
2024-06-15 19:06:53,1068,169
2024-06-15 19:06:55,1070,407
2024-06-15 19:06:56,1190,1079
2024-06-15 19:06:58,1312,169
2024-06-15 19:07:00,1554,407
2024-06-15 19:07:01,1801,791
2024-06-15 19:07:03,1315,177
2024-06-15 19:07:05,1076,407
2024-06-15 19:07:06,351,23
2024-06-15 19:07:08,1315,177
2024-06-15 19:07:10,1554,407
2024-06-15 19:07:11,351,791
2024-06-15 19:07:13,1315,177
2024-06-15 19:07:15,1163,0
2024-06-15 19:08:07,1075,56
2024-06-15 19:08:09,835,177
2024-06-15 19:08:11,507,354
2024-06-15 19:08:12,1075,652
2024-06-15 19:08:14,1315,177
2024-06-15 19:08:16,1005,28
2024-06-15 19:08:17,1111,37
2024-06-15 19:08:19,1218,0
2024-06-15 19:08:21,1177,51
2024-06-15 19:08:22,1243,65
2024-06-15 19:08:24,1268,130
2024-06-15 19:08:26,1359,209
2024-06-15 19:08:27,1475,353
2024-06-15 19:08:29,1682,576
2024-06-15 19:08:31,1258,292
2024-06-15 19:08:32,1125,60
2024-06-15 19:08:34,994,66
2024-06-15 19:08:36,730,292
2024-06-15 19:08:37,335,524
2024-06-15 19:08:39,994,982
2024-06-15 19:10:17,1076,56
2024-06-15 19:10:19,1817,524
2024-06-15 19:10:21,994,66
2024-06-15 19:10:22,912,76
2024-06-15 19:10:24,7,524
2024-06-15 19:10:26,994,982
2024-06-15 19:10:27,1076,76
2024-06-15 19:10:29,7,524
2024-06-15 19:10:31,994,66
2024-06-15 19:10:32,912,56
2024-06-15 19:10:34,1817,524
2024-06-15 19:10:36,994,982
2024-06-15 19:10:37,1076,56
2024-06-15 19:10:39,335,524
2024-06-15 19:10:41,994,66
2024-06-15 19:10:42,912,76
2024-06-15 19:10:44,1489,524
2024-06-15 19:10:46,994,982
2024-06-15 19:10:47,1076,76
2024-06-15 19:10:49,663,524
2024-06-18 22:35:37,1156,57
2024-06-18 22:35:38,1236,38
2024-06-18 22:35:40,1809,524
2024-06-18 22:35:42,1156,991
2024-06-18 22:35:43,1076,38
2024-06-18 22:35:45,343,524
2024-06-18 22:35:47,1156,57
2024-06-18 22:35:48,1236,76
2024-06-18 22:35:50,343,524
2024-06-18 22:35:52,1156,991
2024-06-18 22:35:53,1076,76
2024-06-18 22:35:55,1809,524
2024-06-18 22:35:57,1156,57
2024-06-18 22:35:58,1236,38
2024-06-18 22:36:00,663,524
2024-06-18 22:36:01,170,991
2024-06-18 22:36:03,1236,38
2024-06-18 22:36:05,1809,524
2024-06-18 22:36:06,170,57
2024-06-18 22:36:08,1236,76
2024-06-18 22:36:10,663,524
2024-06-18 22:36:11,1737,453
2024-06-18 22:36:13,1236,830
2024-06-18 22:36:15,1166,56
2024-06-18 22:36:17,610,431
2024-06-18 22:36:19,1236,32
2024-06-18 22:36:21,1306,8
